,participant,question,choice,task,trial
595,20,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
596,20,Q13,he was designated by the city council,0,16
597,20,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
598,20,Q15,If the room had been brighter,0,18
599,20,Q16,two students because they used notes anyway.,0,19
600,20,Q17,through which gas is exchanged,0,20
601,20,Q18,who tends to resist any attempt at,0,21
602,20,Q19,The amounts of water varies in living cells,0,22
603,20,Q20,The belief of ancient scientists was,0,23
604,20,score,15,0,24
605,20,absAssess1,16,0,25
606,20,relAssess1,80,0,26
607,20,diffOther1,8,0,27
608,20,diffSelf1,5,0,28
609,21,absAssess0,17,0,0
610,21,relAssess0,78,0,1
611,21,diffOther0,5,0,2
612,21,diffSelf0,2,0,3
613,21,Q1,he or she is expected to master the printed form of language.,0,4
614,21,Q2,man and found,0,5
615,21,Q3,"poetry, along with all the other arts, is",0,6
616,21,Q4,it difficult to choose,0,7
617,21,Q5,to accept responsibility for one's own decisions.,0,8
618,21,Q6,are native to shores,0,9
619,21,Q7,"than a long, continuous period of study.",0,10
620,21,Q8,those in Crime and Punishment exhibit,0,11
621,21,Q9,portrayal of the feelings of many Spaniards,0,12
622,21,Q10,and finally succeeded,0,13
623,21,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
624,21,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
625,21,Q13,the city council designated him,0,16
626,21,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
627,21,Q15,If the room had been brighter,0,18
628,21,Q16,two students because they used notes anyway.,0,19
629,21,Q17,through which exchange of gases occurs,0,20
630,21,Q18,who tends to resist any attempt at,0,21
631,21,Q19,The amount of water in living cells varies,0,22
632,21,Q20,The belief of ancient scientists were,0,23
633,21,score,12,0,24
634,21,absAssess1,15,0,25
635,21,relAssess1,70,0,26
636,21,diffOther1,7,0,27
637,21,diffSelf1,4,0,28
638,22,absAssess0,10,0,0
639,22,relAssess0,59,0,1
640,22,diffOther0,5,0,2
641,22,diffSelf0,4,0,3
642,22,Q1,he or she is expected to master the printed form of language.,0,4
643,22,Q2,man and found,0,5
644,22,Q3,"poetry, along with all the other arts, is",0,6
645,22,Q4,it difficult to choose,0,7
646,22,Q5,to accept responsibility for one's own decisions.,0,8
647,22,Q6,are native to shores,0,9
648,22,Q7,"than studying for a long, continuous period.",0,10
649,22,Q8,those in Crime and Punishment exhibit,0,11
650,22,Q9,portrays the feelings of many Spaniards,0,12
651,22,Q10,and finally succeeded,0,13
652,22,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
653,22,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
654,22,Q13,the city council designated him,0,16
655,22,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
656,22,Q15,If the room had been brighter,0,18
657,22,Q16,two students because they used notes anyway.,0,19
658,22,Q17,through which gas is exchanged,0,20
659,22,Q18,who tends to resist any attempt at,0,21
660,22,Q19,The amount of water in living cells varies,0,22
661,22,Q20,The ancient scientists believe,0,23
662,22,score,12,0,24
663,22,absAssess1,8,0,25
664,22,relAssess1,40,0,26
665,22,diffOther1,5,0,27
666,22,diffSelf1,6,0,28
667,23,absAssess0,20,0,0
668,23,relAssess0,100,0,1
669,23,diffOther0,6,0,2
670,23,diffSelf0,1,0,3
671,23,Q1,he or she is expected to master the printed form of language.,0,4
672,23,Q2,man and found,0,5
673,23,Q3,"poetry, along with all the other arts, is",0,6
674,23,Q4,it difficult to choose,0,7
675,23,Q5,to accept responsibility for one's own decisions.,0,8
676,23,Q6,are native to shores,0,9
677,23,Q7,"than studying for a long, continuous period.",0,10
678,23,Q8,those in Crime and Punishment exhibit,0,11
679,23,Q9,portrays the feelings of many Spaniards,0,12
680,23,Q10,and finally succeeded,0,13
681,23,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
682,23,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
683,23,Q13,the city council designated him,0,16
684,23,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
685,23,Q15,If the room was brighter,0,18
686,23,Q16,two students because they used notes anyway.,0,19
687,23,Q17,through which exchange of gases occurs,0,20
688,23,Q18,who tends to resist any attempt at,0,21
689,23,Q19,The amount of water in living cells varies,0,22
690,23,Q20,The belief of ancient scientists was,0,23
691,23,score,15,0,24
692,23,absAssess1,20,0,25
693,23,relAssess1,95,0,26
694,23,diffOther1,6,0,27
695,23,diffSelf1,2,0,28
696,24,absAssess0,15,0,0
697,24,relAssess0,71,0,1
698,24,diffOther0,5,0,2
699,24,diffSelf0,3,0,3
700,24,Q1,he or she is expected to master the printed form of language.,0,4
701,24,Q2,man and found,0,5
702,24,Q3,"poetry, along with all the other arts, is",0,6
703,24,Q4,it difficult to choose,0,7
704,24,Q5,accepting responsibility for one's own decisions.,0,8
705,24,Q6,are native to shores,0,9
706,24,Q7,than a long period of continuous study.,0,10
707,24,Q8,Crime and Punishment exhibits,0,11
708,24,Q9,portrays the feelings of many Spaniards,0,12
709,24,Q10,and finally succeeded,0,13
710,24,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
711,24,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
712,24,Q13,he was designated by the city council,0,16
713,24,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
714,24,Q15,If the room had been brighter,0,18
715,24,Q16,two students because they used notes anyway.,0,19
716,24,Q17,through which gas is exchanged,0,20
717,24,Q18,who tends to resist any attempt at,0,21
718,24,Q19,The amount of water in living cells varies,0,22
719,24,Q20,The belief of ancient scientists was,0,23
720,24,score,12,0,24
721,24,absAssess1,15,0,25
722,24,relAssess1,75,0,26
723,24,diffOther1,6,0,27
724,24,diffSelf1,3,0,28
725,25,absAssess0,18,0,0
726,25,relAssess0,90,0,1
727,25,diffOther0,7,0,2
728,25,diffSelf0,2,0,3
729,25,Q1,he or she is expected to master the printed form of language.,0,4
730,25,Q2,man and found,0,5
731,25,Q3,"poetry, along with all the other arts, is",0,6
732,25,Q4,it difficult to choose,0,7
733,25,Q5,to accept responsibility for one's own decisions.,0,8
734,25,Q6,are native to shores,0,9
735,25,Q7,"than studying for a long, continuous period.",0,10
736,25,Q8,those in Crime and Punishment exhibit,0,11
737,25,Q9,portrays the feelings of many Spaniards,0,12
738,25,Q10,and finally succeeded,0,13
739,25,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
740,25,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
741,25,Q13,he was designated by the city council,0,16
742,25,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
743,25,Q15,If the room had been brighter,0,18
744,25,Q16,two students due to the use of their notes.,0,19
745,25,Q17,through which exchange of gases occurs,0,20
746,25,Q18,who tends to resist any attempt at,0,21
747,25,Q19,The amount of water in living cells varies,0,22
748,25,Q20,The belief of ancient scientists was,0,23
749,25,score,15,0,24
750,25,absAssess1,18,0,25
751,25,relAssess1,90,0,26
752,25,diffOther1,8,0,27
753,25,diffSelf1,2,0,28
754,26,absAssess0,15,0,0
755,26,relAssess0,81,0,1
756,26,diffOther0,8,0,2
757,26,diffSelf0,4,0,3
758,26,Q1,he or she faces expectations of mastering the printed form of language.,0,4
759,26,Q2,man and there he was able to find,0,5
760,26,Q3,"poetry, along with all the other arts, is",0,6
761,26,Q4,it difficult to choose,0,7
762,26,Q5,to accept responsibility for one's own decisions.,0,8
763,26,Q6,are native to shores,0,9
764,26,Q7,"than studying for a long, continuous period.",0,10
765,26,Q8,those in Crime and Punishment exhibit,0,11
766,26,Q9,feelings portrayed by Spaniards,0,12
767,26,Q10,and finally succeeded,0,13
768,26,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
769,26,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
770,26,Q13,he was designated by the city council,0,16
771,26,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
772,26,Q15,If the room had been brighter,0,18
773,26,Q16,two students due to the use of their notes.,0,19
774,26,Q17,through which exchange of gases occurs,0,20
775,26,Q18,who tends to resist any attempt at,0,21
776,26,Q19,The amounts of water varies in living cells,0,22
777,26,Q20,The belief of ancient scientists was,0,23
778,26,score,13,0,24
779,26,absAssess1,12,0,25
780,26,relAssess1,50,0,26
781,26,diffOther1,9,0,27
782,26,diffSelf1,7,0,28
783,27,absAssess0,10,0,0
784,27,relAssess0,51,0,1
785,27,diffOther0,5,0,2
786,27,diffSelf0,6,0,3
787,27,Q1,he or she faces expectations of mastering the printed form of language.,0,4
788,27,Q2,man and found,0,5
789,27,Q3,"poetry, along with all the other arts, are",0,6
790,27,Q4,it difficult to choose,0,7
791,27,Q5,to accept responsibility for one's own decisions.,0,8
792,27,Q6,are native to shores,0,9
793,27,Q7,than a long period of continuous study.,0,10
794,27,Q8,those in Crime and Punishment exhibit,0,11
795,27,Q9,portrayal of the feelings of many Spaniards,0,12
796,27,Q10,and finally succeeded,0,13
797,27,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,14
798,27,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
799,27,Q13,the city council designated him,0,16
800,27,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
801,27,Q15,If the room had been brighter,0,18
802,27,Q16,two students because they used notes anyway.,0,19
803,27,Q17,through which exchange of gases occurs,0,20
804,27,Q18,who tend to resist any attempt at,0,21
805,27,Q19,The amount of water in living cells varies,0,22
806,27,Q20,The belief of ancient scientists were,0,23
807,27,score,12,0,24
808,27,absAssess1,5,0,25
809,27,relAssess1,25,0,26
810,27,diffOther1,9,0,27
811,27,diffSelf1,9,0,28
812,28,absAssess0,15,0,0
813,28,relAssess0,79,0,1
814,28,diffOther0,5,0,2
815,28,diffSelf0,2,0,3
816,28,Q1,he or she is expected to master the printed form of language.,0,4
817,28,Q2,man and found,0,5
818,28,Q3,"poetry, along with all the other arts, is",0,6
819,28,Q4,it difficult to choose,0,7
820,28,Q5,to accept responsibility for one's own decisions.,0,8
821,28,Q6,are native to shores,0,9
822,28,Q7,"than a period of long, continuous study.",0,10
823,28,Q8,those in Crime and Punishment exhibit,0,11
824,28,Q9,feelings,0,12
825,28,Q10,and finally succeeded,0,13
826,28,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
827,28,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
828,28,Q13,the city council designated him,0,16
829,28,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
830,28,Q15,If the room had been brighter,0,18
831,28,Q16,two students because they used notes anyway.,0,19
832,28,Q17,through which exchange of gases occurs,0,20
833,28,Q18,who tends to resist any attempt at,0,21
834,28,Q19,The amount of water in living cells varies,0,22
835,28,Q20,The belief of ancient scientists was,0,23
836,28,score,15,0,24
837,28,absAssess1,15,0,25
838,28,relAssess1,79,0,26
839,28,diffOther1,4,0,27
840,28,diffSelf1,3,0,28
841,29,absAssess0,18,0,0
842,29,relAssess0,90,0,1
843,29,diffOther0,8,0,2
844,29,diffSelf0,3,0,3
845,29,Q1,he or she is expected to master the printed form of language.,0,4
846,29,Q2,man and had found,0,5
847,29,Q3,"poetry, along with all the other arts, is",0,6
848,29,Q4,it difficult to choose,0,7
849,29,Q5,to accept responsibility for one's own decisions.,0,8
850,29,Q6,are native to shores,0,9
851,29,Q7,"than a long, continuous period of study.",0,10
852,29,Q8,those in Crime and Punishment exhibit,0,11
853,29,Q9,feelings portrayed by Spaniards,0,12
854,29,Q10,and finally succeeded,0,13
855,29,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
856,29,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
857,29,Q13,the city council designated him,0,16
858,29,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
859,29,Q15,If the room had been brighter,0,18
860,29,Q16,two students because they used notes anyway.,0,19
861,29,Q17,through which exchange of gas occurs,0,20
862,29,Q18,who tends to resist any attempt at,0,21
863,29,Q19,The amount of water in living cells varies,0,22
864,29,Q20,The ancient scientists beliefs were,0,23
865,29,score,11,0,24
866,29,absAssess1,15,0,25
867,29,relAssess1,80,0,26
868,29,diffOther1,9,0,27
869,29,diffSelf1,6,0,28
870,30,absAssess0,10,0,0
871,30,relAssess0,50,0,1
872,30,diffOther0,5,0,2
873,30,diffSelf0,5,0,3
874,30,Q1,he or she faces expectations of mastering the printed form of language.,0,4
875,30,Q2,man and there he was able to find,0,5
876,30,Q3,poetry along with all the other arts is,0,6
877,30,Q4,it difficult to choose,0,7
878,30,Q5,accepting responsibility for one's own decisions.,0,8
879,30,Q6,are native to shores,0,9
880,30,Q7,"than studying for a long, continuous period.",0,10
881,30,Q8,those in Crime and Punishment exhibit,0,11
882,30,Q9,feelings portrayed by Spaniards,0,12
883,30,Q10,and finally succeeded,0,13
884,30,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
885,30,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
886,30,Q13,the city council designated him,0,16
887,30,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
888,30,Q15,If the room had been brighter,0,18
889,30,Q16,two students because they used notes anyway.,0,19
890,30,Q17,through which gas is exchanged,0,20
891,30,Q18,who tends to resist any attempt at,0,21
892,30,Q19,The amount of water in living cells varies,0,22
893,30,Q20,The ancient scientists believe,0,23
894,30,score,9,0,24
895,30,absAssess1,10,0,25
896,30,relAssess1,50,0,26
897,30,diffOther1,5,0,27
898,30,diffSelf1,5,0,28
899,31,absAssess0,15,0,0
900,31,relAssess0,72,0,1
901,31,diffOther0,5,0,2
902,31,diffSelf0,4,0,3
903,31,Q1,he or she faces expectations of mastering the printed form of language.,0,4
904,31,Q2,man and found,0,5
905,31,Q3,poetry and art are,0,6
906,31,Q4,it difficult to choose,0,7
907,31,Q5,accepting responsibility for one's own decisions.,0,8
908,31,Q6,are native to shores,0,9
909,31,Q7,"than a period of long, continuous study.",0,10
910,31,Q8,those in Crime and Punishment exhibit,0,11
911,31,Q9,portrays the feelings of many Spaniards,0,12
912,31,Q10,and finally succeeded,0,13
913,31,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,14
914,31,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
